controle_review_longo,data,nota,Notas
"O produto é muito bom mesmo.
- Ótima resolução.
- Fácil de instalar.
- Bastante diversidade de aplicativos.
Pontos negativos
- Achei o controle um pouco pequeno, e isso é ruim, bom pelo menos pra mim, pois, às vezes eu perco o controle ou deixo cair porque é muito pequeno. Acho que o tamanho dele poderia ser médio pelo menos!
- Poderia ter o Google play livros, porque eu leio bastante e às vezes gosto de ler na tv. Também acho que poderia ter o Google play filmes, mas como tem o YouTube, posso alugar na minha conta e assistir lá.
Tirando isso, achei muito bom e de boa qualidade!",2021-06-05,5,Positivo
"Comprei com um pouco de receio por não ter certeza se seria tão necessário obter um sistema novo para a minha smart tv... mesmo com o sistema ultrapassado dela (de 2016...tem só netflix hoje em dia.rs). Eu me surpreendi com tudo que tem nesse aparelho desde o primeiro dia de instalação/uso. Transformou/renovou a minha tv. Recomendo! Obs. Também achava desnecessária a inclusão da Alexa no controle, pois eu nunca utilizei assistentes vituais (nem no celular), mas isso foi outro ponto que também me surpreendeu positivamente. É incrível a quantidade de coisas que dá para fazer através dela. Amo!rs",2021-11-08,5,Positivo
"Maravilhoso, comprem sem medo!
Eu tinha muito medo de comprar o aparelho e me decepcionar, visto que nenhuma das TVs de casa são Smart, pesquisei bastante e optei por este aparelho, eu e meu esposo adoramos, você não fica refém do celular, a TV realmente vira Smart.
Sobre os pontos de reclamações que eu vi nos comentários, realmente ao conectar o aparelho em uma TV e depois em outra as funções do controle de Liga/Desliga e Volume não funcionam na segunda TV instalada, para mim não é problema.
Sobre o GloboPlay não posso opinar visto que não sou usuária do mesmo então não precisei baixar.
Do mais amei, comprem sem medo!",2022-01-24,5,Positivo
"Excelente opção para fazer um upgrade no sistema de sua TV. Mesmo minha televisão já sendo smart, com o Fire Stick ela ficou muito melhor. Conexão tanto em 2G quanto em 5G deixando o carregamento dos filmes em alta qualidade muito mais rápido. Tem Bluetooth para conexão em soundbar, fone sem fio ou home teather. Muito fácil de instalar e usar e tem acesso aos melhores aplicativos de streaming do momento. Gostei demais e já penso em comprar outro para usar na TV do quarto. Recomendo demais essa compra.",2022-01-25,5,Positivo
"Comprei por 265,00 e valeu muito a pena. Minha smartv deixou ter de vários aplicativos básicos como YouTube, Netflix e não instalava os mais novos como telecine, prime vídeo, Disney plus. O equipamento funcionou muito bem mesmo com o sinal fraco de Wi-Fi.",2021-10-10,5,Positivo
"O dispositivo é fácil de usar, possui muitos recursos e seu tempo de resposta é extremamente rápido. Boa integração com minha TV, sendo possível controlar o Fire TV Stick com o controle remoto dela. A interface poderia ser mais intuitiva e menos confusa, às vezes fico perdido para selecionar os menus, pois a seleção é pouco destacada. Falta o app Globoplay na loja, mas é possível contornar instalando uma versão antiga de terceiros. Minha única reclamação é a Amazon enviar a caixa do aparelho dentro de um envelope e a embalagem terminou chegando amassada, mas felizmente ele não foi danificado.",2021-09-02,5,Positivo
"Foi muito fácil de instalar. Como eu pedi para vincular a minha conta amazon, assim que pluguei na TV já começou configurar no automático, em 10 min atualizou e estava pronto pra usar. Recebi o pacote antes do prazo, veio bem embalado. O produto tem boa qualidade, feito de plastico. O controle é menor do que eu esperava e bem leve, mas achei bom (acho que vale a pena comprar uma capa de borracha pra proteger). Antes do fire TV eu usava um notebook conectado na TV para ver netflix e prime. Agora chega de sofrimento, faço tudo pelo controle com alexa kk",2021-09-23,5,Positivo
"Tenho uma smart da Philco, mas só funciona a Netflix, ou seja, praticamente não era smart. Se vc possui uma tv antiga e quer uma smart recomendo comprar esse aparelho. A integração com a Caixa Echo só não é melhor por causa da tv. Se vcs tiverem uma melhor a integração vai ser perfeita. Recomendo assistir tutoriais no YouTube, tem vários vídeos legais com dicas de uso.",2022-01-30,5,Positivo
"Produto chegou extremamente rápido, fiz a compra no dia 11\06 e estava previsto para chegar dia 22\06, mas chegou no dia 15\06. E eu moro no nordeste que tudo sempre demora, eu amei.
O produto veio muitissimo bem embalado e protegido. Tenho um Echo Dot em casa ao lado da tv e tentei configurar e conecta os dispositivos e deu um pouquinho de trabalho, mas consegui vincular para ligar a tv, escolhar o programa e mudar o volume da tv tudo sem o controle o que já é ótiimo.
Estou com problemas para instalar alguns aplicativos como youtube disney+ e alguns outros, não sei pq vou tentar em outro momento, espero que não seja um problema.
De modo geral assim que possível venho atualizar a minha experiência, mas até então tudo funcionando normalmente só essa questão dos app que não estão sendo baixados.
A interface é bem fácil e atrativa de se mexer, e muito rápido os controles e tudo mais.",2021-06-16,4,Positivo
"A ideia é boa. Mas falta mais interação com a Alexa, que não entende td o falamos. A Alexa tem dificuldade de alternar entre apps e também não consegue acessa históricos e configurações dos apps como YouTube. E não tem opção, com o controle Fire Tv, para mudar o canal da TV aberta da antena comum. E também não tem a função de abrir entradas de USB, hdmi, antena parabólica e outros dispositivos conectados a TV. Fora isso legal o som é bom e a imagem é legal. Foi demorado mais fácil de instalar o Fire TV. E é interessante ter um assistente virtual, mas precisa melhorar o entendimento dela, funcionalidade e operabilidade do controle.",2022-01-29,2,Negativo
"Comprei a Amazon Fire pq minha SmarTV é antiga e a navegação lenta, travando com muita frequência. Para este propósito, o resultado foi excelente. A navegação é muito rápida e fluida, o avanço ou retrocesso do YT é quase imediato.
Além disso, a integração com outros dispositivos Alexa é instantânea e bem útil, pois passa a ser possível ligar a TV, abrir os apps, fazer pesquisa, avançar e retroceder, pelos dispositivos Alexa, além do controle, que por sinal é ótimo e mais rápido até do que os demais dispositivos.",2021-12-27,5,Positivo
"Minha TV é uma smart antiga e me ajudou muito com os novos apps que eu queria, rápido e muito ágil pra usar. No entanto, o controle remoto não desliga quando aperta, o volume tb. As vezes peço uma coisa pra Alexa e ela tbm não entende (funções referente ao controle remoto e quando entro no youtube e quero sair, a Alexa não entende o comando). Irei tentar instalar novamente para ver se as configurações do controle remoto e da Alexa vão funcionar. Fora isso, é uma excelente aquisição, não me arrependo. Rápido, fácil de usar e as dicas de filmes com todos os streamings que possuo na tela é excelente ideia! Muito bom, não me arrependo.",2022-01-21,5,Positivo
"Já tinha o modelo anterior, mas esse me criou um problema novo. Agora toda vez que desligo a tv, quando ligo preciso reiniciar o fire stick umas duas vezes, para começar sair som...
Os botões adicionais que vieram da versão anterior ajudam muito, os botões de atalho do aplicativo podiam ser outros ou ser genéricos e pudéssemos definir o que em cada um.
Acho que já passou da hora de vir junto a entrada ethernet, pagar adicionar para isso quase 40% do valor do produto é esquisito.",2021-11-05,3,Positivo
"Não tem app da HBO disponível. Alexa funciona de maneira meio diferente, precisa segurar o botão e falar, mas é boa a resposta. O sistema é fluído, responde rápido e a interface é bonita.
Vale o investimento, porém pesquisem antes se sua TV irá se integrar de maneira transparente com o fire stick, minha TV não funcionou a troca de entrada via controle, mas volume e power rolou numa boa. No mais foi um excelente upgrade para meu falecido e limitado chromecast!",2021-10-22,5,Positivo
"Eu já tinha o Fire TV Stick Lite, porém, sempre que religo a tv o dispositivo não funciona. então, sempre preciso desplugar da tomada e plugar novamente. Então resolvi comprar esse Novo Fire TV Stick com Controle Remoto por Voz com Alexa (inclui comandos de TV), achando que resolveria. O problema continua - o botão liga/desliga não funciona e nem o volume (aparece como se tivesse ok, mas não funciona). Minha TV é uma CCE stile digital 32"" LCD com conversor integrado. Não encontrei na especificação do dispositivo nenhuma observação sobre não funcionar nesse tipo de TV. Podem ajudar?",2021-12-07,3,Positivo
"O produto é muito bom, tem a maioria dos apps de streaming que usamos atualmente, é muito rápido, tem um S.O. próprio, porém tem a base do Android dando a possibilidade de instalar uma infinidade de apps por lojas alternativas, reproduz os vídeos em full HD e o mais FANTÁSTICO é o botão ALEXA que torna tudo muito mais fácil, consigo controlar praticamente tudo no fire TV por comandos de voz, controle de luz wifi e inclusive controlar minha TV com comandos de volume, mudar entradas e ligar e desligar a TV, o produto é realmente muito bom e apesar da minha TV já ser smart o sistema dele é mais prático e intuitivo. RECOMENDADO!!!",2021-12-09,5,Positivo
"Gostei do produto, estava com receio de não funcionar muito bem em um tv antiga, Sony Bravia, mas a configuração foi rápida e super tranquila. E a possibilidade de usar a Alexa agrega bastante praticidade para pessoas que tem dificuldade em utilizar o menu para fazer buscas de filmes, músicas etc.
O único ponto que creio que deixou a desejar foi o controle dos pais, em minha opinião.",2021-11-21,5,Positivo
"Excelente aparelho, um pouco demorado para iniciar mas é fácil. Funciomento com a Alexa é incrível mesmo não tenho ecodot. Recomendo muito! Entre o essa versão e a versão Lite que ia comprar 1000 vezes melhor essa porque substitui completamente o controle da TV e a Alexa tem melhor integração com ela como por exemplo ligar e desligar apenas com comando de voz. Mesmo não tendo todos os APPs disponível nativamente para baixar é possível baixar e instalar facilmente APPs não nativos.
Só tenho elogios, aparelho excelente que me fez economizar 2500 reais na troca da TV por não ter todos os APPs de stream que assino.",2021-10-09,5,Positivo
"O FireTv Stick é sensacional, principalmente se você já tem uma echo dot e/ou já usa Alexa. Integra muito bem e o aparelho é bem rápido, ao contrário do sistema da tv. Tem suporte a diversos serviços de streaming e os que não tem, você consegue baixar em algum site e instalar, exemplo > HBO MAX. Até agora estou curtindo bastante. A busca por voz também é ótima e super rápida.",2021-12-09,5,Positivo
"Tinha comprado um no fim do ano para uma das TVs aqui de casa. Ele funcionou tão bem que comprei outro e estou super satisfeito.
Netflix, Amazon Prime, Disney+, Start+, Paramaut+, DirectvGo, todos funcionam perfeitos com acesso rápido e no mesmo aparelho, muito prático.
Falta apenas o aplicativo da HBOMAX na loja oficial para ficar perfeito.",2022-02-15,5,Positivo
"4/5 por não tem Globoplay, e mais importante: Não tem HBO Max. Antes eu ainda conseguia assistir usando o navegador do próprio FireStick, mas depois de uma atualização o navegador não tem suporte para o site da HBO Max.
Fora isso não mais absolutamente nada a reclamar. Super fácil de instalar, o controle de voz é muito bom, não é lento na maior parte das vezes, o Wifi é 5G (rápido)... Valeu o preço pago na promoção, preço cheio já acho salgado...",2022-01-13,4,Positivo
"O fire stick está para a TV a cabo assim como a TV a cabo esteve para a TV aberta na década de 90.
Isso muda a vida e gera uma pequena revolução na sua casa, ao transformar equipamentos velhos de TV da década passada (cara, o tempo passou) em uma super mega foderossa tv com acesso ao mundo inteiro.
Ainda não conseguimos explorar todas as opções, mas minha filha já adorou a integração com a Alexa.",2021-06-17,5,Positivo
